Sample_ID,Year,Band_ID,AgeClass,Sex,Mass,BreedingStage,L1,L2,L3,H1,H2,H3,P1,P2,P3,L_GenBank,H_GenBank,P_GenBank
EMGO AK12 020,2012,79337,AHY,F,1497,Nesting,1,1,1,0,0,0,0,0,0,MW960805,,
EMGO AK12 021,2012,10289,AHY,F,1395,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK12 022,2012,10296,AHY,F,1547,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK12 023,2012,79333,AHY,F,1447,Nesting,1,1,1,0,0,0,0,0,0,MW960908,,
EMGO AK12 024,2012,79398,AHY,F,1610,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK12 025,2012,79331,AHY,F,1591,Nesting,1,0,0,0,0,0,0,0,0,MW960806,,
EMGO AK12 026,2012,79354,AHY,F,1570,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK12 027,2012,78480,AHY,F,1468,Nesting,1,1,1,0,0,0,0,0,0,MW960857,,
EMGO AK12 028,2012,79330,AHY,F,1604,Nesting,1,1,0,0,0,0,0,0,0,MW960858,,
EMGO AK12 029,2012,26969,AHY,F,1997,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK12 030,2012,79350,AHY,F,1824,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK12 031,2012,78779,AHY,F,1605,Nesting,1,1,1,0,0,0,0,0,0,"MW960859, MW960909",,
EMGO AK12 032,2012,10203,AHY,F,1710,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK12 033,2012,26095,AHY,F,1635,Nesting,0,1,1,0,0,0,0,0,0,MW960807,,
EMGO AK12 034,2012,78220,AHY,F,1543,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK12 035,2012,79396,AHY,F,1570,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK12 036,2012,36970,AHY,F,1588,Nesting,1,1,0,0,0,0,0,0,0,MW960827,,
EMGO AK12 037,2012,79399,AHY,F,,Nesting,1,1,0,0,0,0,0,0,0,MW960808,,
EMGO AK12 038,2012,78232,AHY,F,1759,Nesting,1,1,1,0,0,0,0,0,0,MW960910,,
EMGO AK12 039,2012,79332,AHY,F,1684,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK12 040,2012,79397,AHY,F,1808,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 001,2013,26084,AHY,F,1874,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 002,2013,26087,AHY,F,1828,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 003,2013,26088,AHY,F,1766,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 004,2013,26090,AHY,F,1687,Nesting,0,0,0,0,0,0,0,0,1,,,MW960778
EMGO AK13 005,2013,26983,AHY,F,1509,Nesting,1,1,1,0,0,0,0,0,0,MW960911,,
EMGO AK13 006,2013,78224,AHY,F,1979,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 007,2013,78226,AHY,F,1841,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 008,2013,78480,AHY,F,1601,Nesting,1,1,1,0,0,0,0,0,0,"MW885258, MW960860",,
EMGO AK13 009,2013,78524,AHY,F,1730,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 010,2013,78713,AHY,F,1728,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 011,2013,78717,AHY,F,1797,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 012,2013,78721,AHY,F,1338,Nesting,1,1,1,0,0,0,0,0,0,MW960809,,
EMGO AK13 013,2013,78728,AHY,F,1596,Nesting,1,1,1,0,0,0,0,0,0,MW960912,,
EMGO AK13 014,2013,78730,AHY,F,1782,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 015,2013,78762,AHY,F,1641,Nesting,1,1,1,0,0,0,0,0,0,MW960913,,
EMGO AK13 016,2013,78779,AHY,F,1549,Nesting,1,1,1,0,0,0,0,0,0,"MW960861, MW960914",,
EMGO AK13 017,2013,79138,AHY,F,1761,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 018,2013,79189,AHY,F,1833,Nesting,1,1,1,0,0,0,0,0,0,MW960915,,
EMGO AK13 019,2013,79193,AHY,F,1730,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 020,2013,79203,AHY,F,1700,Nesting,1,1,1,0,0,0,0,0,0,MW960916,,
EMGO AK13 021,2013,79213,AHY,F,1679,Nesting,0,0,0,0,0,1,0,0,0,,MW885274,
EMGO AK13 022,2013,79226,AHY,F,1678,Nesting,0,1,0,0,0,0,0,0,0,MW885259,,
EMGO AK13 023,2013,79239,AHY,F,1718,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 024,2013,79252,AHY,F,1715,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 025,2013,79253,AHY,F,1748,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 026,2013,79296,AHY,F,1645,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 027,2013,79336,AHY,F,1726,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 028,2013,79338,AHY,F,1660,Nesting,1,0,0,0,0,0,0,0,0,MW960917,,
EMGO AK13 029,2013,79339,AHY,F,1780,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 030,2013,79361,AHY,F,1922,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 031,2013,10207,AHY,F,1645,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 032,2013,22101,AHY,F,1810,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 033,2013,22102,AHY,F,1847,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 034,2013,22103,AHY,F,1625,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 035,2013,22104,AHY,F,1573,Nesting,1,1,1,0,0,0,0,0,0,MW960862,,
EMGO AK13 036,2013,22105,AHY,F,1805,Nesting,1,1,1,0,0,0,0,0,0,"MW960863, MW960918",,
EMGO AK13 037,2013,22106,AHY,F,1656,Nesting,0,0,1,0,0,0,0,0,0,MW960864,,
EMGO AK13 038,2013,22107,AHY,F,1856,Nesting,1,1,1,0,0,0,0,0,0,"MW960865, MW960919",,
EMGO AK13 039,2013,22108,AHY,F,1403,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 040,2013,22109,AHY,F,1750,Nesting,0,1,0,0,0,0,0,0,0,MW885253,,
EMGO AK13 041,2013,22111,AHY,F,1887,Nesting,0,0,0,0,0,0,1,0,0,,,MW885268
EMGO AK13 042,2013,22112,AHY,F,1680,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 043,2013,22114,AHY,F,1601,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 044,2013,22115,AHY,F,1699,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 045,2013,22121,AHY,F,1910,Nesting,0,1,1,0,0,0,0,0,0,MW960810,,
EMGO AK13 046,2013,22123,AHY,F,1771,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 047,2013,22124,AHY,F,1892,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 048,2013,22125,AHY,F,1652,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 049,2013,22126,AHY,F,1848,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 050,2013,22127,AHY,F,1708,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 051,2013,22128,AHY,F,1529,Nesting,0,1,1,0,0,0,0,0,0,"MW960866, MW960920",,
EMGO AK13 052,2013,22129,AHY,F,1500,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 053,2013,22131,AHY,F,1481,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 054,2013,22132,AHY,F,1678,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 055,2013,22133,AHY,F,1781,Nesting,0,1,1,0,0,0,0,0,0,MW960811,,
EMGO AK13 056,2013,22134,AHY,F,1608,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK13 057,2013,22136,AHY,F,1855,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 001,2014,79208,AHY,F,1860,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 002,2014,78757,AHY,F,1590,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 003,2014,22140,AHY,F,1535,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 004,2014,78297,AHY,F,1646,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 005,2014,79213,AHY,F,1588,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 006,2014,22125,AHY,F,1554,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 007,2014,22150,AHY,F,1577,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 008,2014,22104,AHY,F,1597,Nesting,1,1,1,0,0,0,0,0,0,MW960867,,
EMGO AK14 009,2014,22141,AHY,F,1574,Nesting,1,0,1,0,0,0,0,0,0,MW960812,,
EMGO AK14 010,2014,79336,AHY,F,1575,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 011,2014,79392,AHY,F,1768,Nesting,1,1,1,0,0,0,0,0,0,"MW960868, MW960921",,
EMGO AK14 012,2014,22117,AHY,F,1897,Nesting,1,1,1,0,0,0,0,0,0,MW960813,,
EMGO AK14 013,2014,22119,AHY,F,1669,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 014,2014,22148,AHY,F,1661,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 015,2014,79306,AHY,F,1822,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 016,2014,22110,AHY,F,1506,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 017,2014,78468,AHY,F,1696,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 018,2014,22120,AHY,F,1635,Nesting,1,1,1,0,0,0,0,0,0,MW960814,,
EMGO AK14 019,2014,78760,AHY,F,1742,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 020,2014,22143,AHY,F,1497,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 021,2014,22138,AHY,F,1613,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 022,2014,78339,AHY,F,1565,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 023,2014,22196,AHY,F,1563,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 024,2014,79314,AHY,F,1526,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 025,2014,10207,AHY,F,1724,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 026,2014,78337,AHY,F,1860,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 027,2014,22149,AHY,F,1707,Nesting,1,0,0,0,0,0,0,0,0,MW960955,,
EMGO AK14 028,2014,22146,AHY,F,1645,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 029,2014,22198,AHY,F,1724,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 030,2014,22130,AHY,F,1707,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 031,2014,22199,AHY,F,1725,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 032,2014,22200,HY,F,944,Brood Drives,0,0,0,0,0,1,0,0,0,,MW960780,
EMGO AK14 033,2014,22191,AHY,F,2219,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 034,2014,22152,HY,M,1340,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 035,2014,22153,HY,M,1148,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 036,2014,22154,HY,F,1181,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 037,2014,22178,AHY,F,1945,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 038,2014,79314,AHY,F,1526,Brood Drives,1,0,0,0,0,0,0,0,0,MW960956,,
EMGO AK14 039,2014,22177,HY,M,918,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 040,2014,22159,HY,M,1225,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 041,2014,22158,HY,F,891,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 042,2014,22156,HY,M,1036,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 043,2014,22179,AHY,F,2294,Brood Drives,1,1,1,0,0,0,0,0,0,"MW885262, MW960815",,
EMGO AK14 044,2014,22155,HY,M,1142,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 045,2014,22186,AHY,F,1862,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 046,2014,22185,HY,F,934,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 047,2014,22184,HY,F,1166,Brood Drives,0,0,1,0,0,0,0,0,0,mixed,,
EMGO AK14 048,2014,22183,AHY,F,1850,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 049,2014,22181,AHY,F,1868,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 050,2014,22182,AHY,F,1684,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 051,2014,22180,AHY,F,1620,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 052,2014,22161,HY,M,1166,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 053,2014,22164,AHY,M,2247,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 054,2014,22165,HY,F,954,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 055,2014,22166,AHY,M,2127,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 056,2014,22163,AHY,M,2130,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 057,2014,22162,HY,M,1244,Brood Drives,1,1,1,0,0,0,1,1,1,MW885260,,MW960777
EMGO AK14 058,2014,22167,HY,M,1096,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 059,2014,22168,HY,M,1370,Brood Drives,0,0,1,0,0,0,0,0,0,MW885263,,
EMGO AK14 060,2014,22169,HY,F,971,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 061,2014,22170,HY,M,1414,Brood Drives,0,0,1,0,0,0,0,0,0,MW885261,,
EMGO AK14 062,2014,22174,HY,F,1354,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 063,2014,22175,HY,M,1175,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 064,2014,22173,HY,F,1091,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 065,2014,22172,HY,M,1167,Brood Drives,0,1,0,0,0,0,0,0,0,MW960957,,
EMGO AK14 066,2014,22171,HY,F,1237,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 067,2014,22176,HY,M,1122,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 068,2014,22201,HY,M,1448,Brood Drives,0,1,0,0,0,0,0,0,0,"MW885264, MW960958",,
EMGO AK14 069,2014,22210,HY,M,986,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 070,2014,22208,HY,F,1034,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 071,2014,22202,HY,M,1269,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 072,2014,22203,HY,F,1241,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 073,2014,22204,HY,M,1118,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 074,2014,22205,HY,M,1271,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 075,2014,22206,HY,F,891,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 076,2014,22207,HY,F,1122,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 077,2014,22211,HY,M,921,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 078,2014,22212,AHY,F,1762,Brood Drives,1,1,1,0,0,0,0,0,0,"MW885265, MW960816",,
EMGO AK14 079,2014,22213,AHY,M,1797,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 080,2014,22216,AHY,F,1694,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 081,2014,22218,AHY,F,2228,Brood Drives,1,1,1,0,0,0,0,0,0,MW960817,,
EMGO AK14 082,2014,22219,AHY,F,1795,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 083,2014,22220,AHY,F,1932,Brood Drives,1,1,1,0,0,0,0,0,0,MW960869,,
EMGO AK14 084,2014,22246,AHY,F,1772,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 085,2014,22241,HY,F,895,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 086,2014,22135,HY,M,1596,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 087,2014,22139,HY,F,1336,Brood Drives,0,0,0,0,1,0,0,0,0,,MW960779,
EMGO AK14 088,2014,79322,AHY,F,1830,Brood Drives,1,1,1,0,0,0,0,0,0,MW960922,,
EMGO AK14 089,2014,22145,AHY,F,2428,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 090,2014,22197,HY,M,1501,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 091,2014,22189,AHY,F,1915,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 092,2014,22254,AHY,F,2164,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 093,2014,22252,HY,M,1340,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 094,2014,22192,HY,F,1251,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 095,2014,22188,AHY,M,1973,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 096,2014,22259,HY,F,1037,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 097,2014,22270,AHY,F,2319,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 098,2014,22258,HY,M,1056,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 099,2014,22255,HY,M,822,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 100,2014,22260,AHY,F,1866,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 101,2014,22253,AHY,F,2026,Brood Drives,1,1,1,0,0,0,0,0,0,MW960828,,
EMGO AK14 102,2014,22268,AHY,F,2027,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 103,2014,22193,AHY,F,1900,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 104,2014,22237,AHY,F,2559,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 105,2014,22190,AHY,M,2184,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 106,2014,22233,AHY,M,2067,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 107,2014,22226,AHY,F,1889,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 108,2014,22239,AHY,F,2053,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 109,2014,22257,HY,M,1215,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 110,2014,22256,HY,F,1213,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 111,2014,22266,AHY,F,1950,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 112,2014,22236,AHY,F,1857,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 113,2014,22235,AHY,F,1848,Brood Drives,1,1,1,0,0,0,0,0,0,MW885256,,
EMGO AK14 114,2014,22227,AHY,M,1065,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 115,2014,22230,HY,M,1109,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 116,2014,22231,HY,F,1239,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 117,2014,22228,AHY,F,1955,Brood Drives,1,1,1,0,0,0,0,0,0,MW960870,,
EMGO AK14 118,2014,22238,AHY,F,2430,Brood Drives,0,0,0,1,1,0,0,0,0,,MW960781,
EMGO AK14 119,2014,22232,HY,F,1188,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 120,2014,22229,HY,F,740,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 121,2014,22224,HY,M,1105,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 122,2014,22223,AHY,M,2500,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 123,2014,22222,AHY,F,2219,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 124,2014,22225,HY,F,846,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK14 125,2014,22221,HY,F,1226,Brood Drives,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 001,2015,22107,AHY,F,1892,Nesting,1,1,1,0,0,0,0,0,0,mixed,,
EMGO AK15 002,2015,79330,AHY,F,1907,Nesting,1,1,1,0,0,0,0,0,0,"MW960871, MW960923",,
EMGO AK15 003,2015,79399,AHY,F,1740,Nesting,1,1,1,0,0,0,0,0,0,MW960818,,
EMGO AK15 004,2015,22272,AHY,F,1760,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 005,2015,79353,AHY,F,1615,Nesting,1,1,1,0,0,0,0,0,0,MW990224,,
EMGO AK15 006,2015,78721,AHY,F,1476,Nesting,1,1,0,0,0,0,0,0,0,MW960829,,
EMGO AK15 007,2015,22294,AHY,F,1682,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 008,2015,79187,AHY,F,1830,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 009,2015,22337,AHY,F,1611,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 010,2015,22299,AHY,F,1892,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 011,2015,22301,AHY,F,1665,Nesting,1,1,1,0,0,0,0,0,0,MW960924,,
EMGO AK15 012,2015,22271,AHY,F,1986,Nesting,0,1,0,0,0,0,0,0,0,"MW885266, MW960819",,
EMGO AK15 013,2015,22125,AHY,F,1687,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 014,2015,79317,AHY,F,1676,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 015,2015,79213,AHY,F,1731,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 016,2015,79341,AHY,F,1983,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 017,2015,22297,AHY,F,1458,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 018,2015,22291,AHY,F,1659,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 019,2015,78882,AHY,F,1758,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 020,2015,22293,AHY,F,1853,Nesting,1,1,1,0,0,0,0,0,0,MW960872,,
EMGO AK15 021,2015,22292,AHY,F,1680,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 022,2015,79203,AHY,F,1756,Nesting,1,1,1,0,0,0,0,0,0,MW960925,,
EMGO AK15 023,2015,22119,AHY,F,1907,Nesting,1,1,1,0,0,0,0,0,0,MW960926,,
EMGO AK15 024,2015,79338,AHY,F,1806,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 025,2015,22302,AHY,F,1751,Nesting,1,1,1,0,0,0,0,0,0,"MW960873, MW960927",,
EMGO AK15 026,2015,26983,AHY,F,1827,Nesting,1,1,1,0,0,0,0,0,0,"MW960874, MW960928",,
EMGO AK15 027,2015,22114,AHY,F,1685,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 028,2015,22312,AHY,F,,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 029,2015,22295,AHY,F,1714,Nesting,1,1,1,0,0,0,0,0,0,MW960929,,
EMGO AK15 030,2015,22298,AHY,F,1483,Nesting,1,1,1,0,0,0,0,0,0,MW960930,,
EMGO AK15 031,2015,22240,AHY,F,1651,Nesting,1,0,0,0,0,0,0,0,0,MW960875,,
EMGO AK15 032,2015,22343,AHY,F,1791,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 033,2015,22326,AHY,F,1599,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 034,2015,22296,AHY,F,1729,Nesting,1,1,1,0,0,0,0,0,0,MW960931,,
EMGO AK15 035,2015,22263,AHY,F,1680,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 036,2015,22133,AHY,F,1552,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 037,2015,79361,AHY,F,1878,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 038,2015,22284,AHY,F,,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 039,2015,78712,AHY,F,2039,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 040,2015,79285,AHY,F,1902,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 041,2015,22261,AHY,F,1845,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 042,2015,78791,AHY,F,1855,Nesting,1,1,1,0,0,0,0,0,0,MW960932,,
EMGO AK15 043,2015,22112,AHY,F,1671,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 044,2015,22146,AHY,F,1762,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 045,2015,79208,AHY,F,1952,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 046,2015,22320,AHY,F,,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 047,2015,79253,AHY,F,1782,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 048,2015,22262,AHY,F,2074,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 049,2015,79348,AHY,F,1787,Nesting,0,1,1,0,0,0,0,0,0,MW960820,,
EMGO AK15 050,2015,22304,AHY,F,1554,Nesting,0,1,1,0,0,0,0,0,0,MW960821,,
EMGO AK15 051,2015,22275,AHY,F,2014,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 052,2015,22349,AHY,F,1605,Nesting,0,1,0,0,0,0,0,0,0,MW960830,,
EMGO AK15 053,2015,22347,AHY,F,1515,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 054,2015,22279,AHY,F,1802,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 055,2015,22277,AHY,F,1447,Nesting,1,1,1,0,0,0,0,0,0,MW960933,,
EMGO AK15 056,2015,22308,AHY,F,1777,Nesting,0,1,0,0,0,0,0,0,0,MW960934,,
EMGO AK15 057,2015,78297,AHY,F,1693,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 058,2015,22281,AHY,F,,Nesting,0,0,0,0,0,0,0,0,0,,,
EMGO AK15 059,2015,22321,AHY,F,1715,Nesting,0,0,0,0,0,0,0,0,0,,,
